	MA2-THAI3 HOK-IM TOAN7
	36 Hit si5 Ia5-sou hou7 cheng3 lang5 si3-soaN3, chiah jip8 chhu3; I e5 hak8-seng chiu7-kun7 I kong2, Hng5 e5 phoe7-a2 e5 phi3-ju7, ka7 goan2 koe2-beng5.  37 I in3 kong2, Ia7 ho2 cheng2-chi2 e5 si7 Jin5-chu2; hng5 chiu7-si7 se3-kan;  38 ho2 cheng2-chi2 e5 chiu7-si7 thian-kok e5 kiaN2; phoe7, chiu7-si7 phaiN2-e5 e5 kiaN2;  39 ia7 phoe7 e5 kiu5-siu5, chiu7-si7 Mou5-kui2; siu-koah e5 si5, si7 se3-kai3 e5 lou7-be2; koah e5, chiu7-si7 thiN-sai3.  40 Sou2-i2 chhin-chhiuN7 khioh phoe7-a2 lai5 eng7 he2 sio; ti7 se3-kai3 e5 lou7-be2 iah8 beh an2-ni.  41 Jin5-chu2 beh chhe I e5 thiN-sai3 tui3 I e5 kok-lai7 siu-sip8 kiN3-na7 hou7 lang5 tioh8-tak e5, kap choe3 put-hoat e5;  42 hiat in ti7 he2-lou5, ti7 hia beh u7 thi5-khau3 ka7-ge5 chhiat-chhi2.  43 Hit si5 gi7 lang5 beh hoat-chhut kng chhin-chhiuN7 jit8, ti7 in e5 Pe7 e5 kok.  U7 hi7-khang e5 tioh8 thiaN.
	44 Thian-kok chhin-chhiuN7 po2-poe3 khng3 ti7 hng5-nih8; lang5 tu2-tioh8 chiu7 khng3-bat8 i; in-ui7 hoaN-hi2 chiah khi3 boe7 it-chhe3 sou2 u7 e5, lai5 boe3 hit khu hng5.
	45 Koh thian-kok chhin-chhiuN7 seng-li2 lang5 chhe7 ho2 e5 chu;  46 tu2-tioh8 chit8 liap8 put-chi2 tat8 chiN5 e5, chiu7 khi3 boe7 it-chhe3 sou2 u7 e5 lai5 boe2 i.
	47 Koh thian-kok chhin-chhiuN7 bang7 pha ti7 hai2-nih8, chu7-chip8 tak8 lui7 e5 chui2-chok8;   48 i2-keng moa2, chiu7 thoa chiuN7 phiaN5; che7-teh, khioh ho2 e5 jip8 khi3-ku7, m7 ho2 e5 hiat-kak8 ti7 goa7-bin7.  49 Se3-kai3 e5 lou7-be2, iah8 beh an2-ni; chiah e5 thiN-sai3 beh chhut-lai5, tui3 gi7 lang5 e5 tiong-kan lai5 hun-piat phaiN2 lang5;  50 hiat in ti7 he2-lou5, ti7 hia beh u7 thi5-khau3 ka7-ge5 chhiat-chhi2.
	51 Chiah-e5 lin2 long2 oe7 hiau2-tit boe7? In kong2, Oe7.  52 I ka7 in kong2, Sou2-i2 kiN3-na7 keng-hak8-su7, choe3 thian-kok e5 hak8-seng e5, si7 chhin-chhiuN7 ke-chu2 tui3 i e5 khou3-pang5 theh8-chhut sin ku7 e5 mih8 e5.
	53 Ia5-sou i2-keng kong2 chiah e5 phi3-ju7 beng5-pek8, chiu7 li7-khui hia.  54 Kau3 I e5 pun2 hiuN, ti7 in e5 hoe7-tng5 ka3-si7 in; ti3-kau3 in gong5-ngiah8 kong2, Chit lang5 tui3 ta2-loh8 tit-tioh8 chit e5 ti3-hui7, kap chiah e5 koan5-leng5 ah?  55 Chit-e5 kiam2 m7 si7 bak8-chhiuN7 e5 kiaN2 mah?  I e5 lau7-bu2 kiam2 m7 si7 kio3 choe3 Ma2-li7-a, I e5 hiaN-ti7 Nga2-kok, Iok-sek, Se-bun5, Iu5-tai7 mah?  56 I e5 chi2-be7 kiam2 bo5 long2 kap lan2 ti7 chia mah?  An2-ni chit lang5 tui3 ta2-loh8 tit-tioh8 chiah-e5 it-chhe3 ah?  57 In chiu7 iam3-chian7 I.  Na7-si7 Ia5-sou ka7 in kong2, Sian-ti lang5 ti7 pun2 hiuN pun2 ke i2-goa7, bo5 m7 chun-kui3.  58 Ia5-sou ti7 hia bo5 kiaN5 choe7-choe7 koan5-leng5, in-ui7 in  bo5 sin3 I.

14	Tng hit si5, hun-hong e5 jin5-kun Hi-lut8 thiaN-kiN3 Ia5-sou e5 mia5-siaN;  2 chiu7 ka7 i e5 chhe-eng7 kong2, Chit-e5 chiu7-si7 kiaN5 soe2-le2 e5 Iok-han7, i si7 tui3 si2-lang5 tiong koh-oah8; sou2-i2 u7 chiah e5 koan5-leng5 tui3 i hian2-chhut.  3 In-ui7 cheng5 Hi-lut8 ui7-tioh8 i e5 hiaN-ti7 Hui-lek8 e5 bou2 Hi-lo5-ti2 e5 ian5-kou3, u7 liah8 Iok-han7 pak8 i, koaiN loh8 kaN.  4 In-ui7 Iok-han7 bat ka7 i kong2, Li2 chiap-lap8 chit e5 hu7-jin5-lang5 si7 put-hoat.  5 Hi-lut8 ai3 thai5 i, tok8-tok8 kiaN peh-siN3; in-ui7 in liah8 Iok-han7 choe3 sian-ti.  6 Tu2-tioh8 Hi-lut8 choe3 siN-jit8, Hi-lo5-ti2 e5 cha-bou2-kiaN2 thiau3-bu2 ti7 in tiong-kan, lai5 hou7 Hi-lut8 hoaN-hi2.  7 Tui3 an2-ni chiu3-choa7, un2 beh chiau3 i sou2 ai3 kiu5 e5 long2 hou7 i.  8 I hou7 in lau7-bu2 sai2-so7, chiu7 kong2, Chiong kiaN5 soe2-le2 Iok-han7 e5 thau5-khak toe2 ti7 poaN5-nih8, chiu7 chia hou7 goa2.  9 Ong5 chin iu-bun7; chong2-si7 ui7-tioh8 sou2 chiu3 e5 choa7, koh u7 tang5 toh e5 lang5 ti7-teh, chiu7 beng7-leng7 hou7 i;  10 chhe lang5 khi3 kaN-nih8 thai5 Iok-han7.  11 Chiong i e5 thau5-khak toe2 ti7 poaN5-nih8, lai5 hou7 cha-bou2 gin2-na2; i chiu7 phang5-khi3 hou7 i e5 lau7-bu2.  12 I e5 hak8-seng lai5 siu i e5 sin-si, khi3 bai5-chong3; chiu7 khi3 ka7 Ia5-sou kong2.
	13 Ia5-sou thiaN-kiN3 chiu7 chiuN7 chun5, tui3 hia the3-khi3 khong3-ia2, ka-ki7 toa3; cheng3 lang5 thiaN-kiN3, chiu7 tui3 chiah e5 siaN5 pou7-kiaN5 te3 I.  14 I chhut-khi3, khoaN3-kiN3 kui toa7 tin7 e5 lang5, chiu7 lin5-bin2 in, i-ho2 in tiong-kan u7 piN7 e5.  15 Jit8 mng2-pou, hak8-seng chiu7-kun7 I kong2, Chia si7 khong3-ia2, koh si5 i2-keng ke3; tioh8 hou7 cheng3 lang5 si3-soaN3, thang khi3 hiuN-sia7 boe2 chiah8.  16 Ia5-sou ka7 in kong2, In m7 bian2 khi3, lin2 hou7 in chiah8.  17 In ka7 I kong2, Goan2 ti7 chia chi2 u7 gou7 e5 piaN2, nng7 be2 hi5.  18 I kong2, Theh8 lai5 hou7 goa2.  19 Chiu7 hoan-hu3 cheng3 lang5 che7 ti7 chhau2-pou, chiu7 theh8 hit gou7 e5 piaN2, nng7 be2 hi5, ng3 thiN lai5 chiok-sia7, peh piaN2 hou7 hak8-seng, hak8-seng hou7 cheng3 lang5.  20 Long2 chiah8 kau3 pa2; khioh sou2 chhun e5 sut-a2, moa2 chap8-ji7 kheng.  21 Chiah8 e5 lang5, hu7-jin5-lang5 gin2-na2 i2-goa7, iok-liok8 gou7 chheng.
	22 I sui5-si5 pek hak8-seng chiuN7 chun5, tai7-seng ke3-khi3 hit peng5, theng3-hau7 I si3-soaN3 cheng3 lang5.  23 Si3-soaN3 cheng3 lang5 liau2-au7, chiu7 ka-ki7 chiuN7 soaN ki5-to2;  i2-keng am3, chi2 u7 I ka-ki7 ti7 hia.  24 Hit si5 chun5 ti7 hai2-tiong, hou7 eng2 io5-choah; in-ui7 si7 tui3-thau5 hong.  25 Mi5-si5 si3 kiN, Ia5-sou tui3 hai2-bin7 kiaN5, chiu7-kun7 in.  26 Hak8-seng khoaN3-kiN3 I kiaN5 ti7 hai2-bin7, chiu7 chhiN-kiaN, kong2, Si7 koai3 mih8; in-ui7 kiaN chiu7 au5-kio3.  27 Ia5-sou liam5-piN kap in kong2 oe7, kong2, An lin2 e5 sim; si7 goa2; m7 bian2 kiaN.  28 Pi2-tek in3 I kong2, Chu2 ah, ko2-jian5 si7 li2, chiu7 beng7-leng7 goa2 kiaN5 chui2-bin7 chiu7-kun7 li2.  29 I kong2, Lai5.  Pi2-tek chiu7 tui3 chun5-nih8 loh8-khi3, kiaN5 chui2-bin7, beh chiu7-kun7 Ia5-sou.  30 Chong2-si7 khoaN3-kiN3 hong, chiu7 kiaN; teh-beh tim5-loh8-khi3, chiu7 au5-kio3 kong2, Chu2 ah, kiu3 goa2.  31 Ia5-sou sui5-si5 chhun chhiu2 khan i, kong2, Sio2-sin3 e5 lang5, siaN2-su7 giau5-gi5?  32 In chiuN7 chun5, hong chiu7 tiaN7.  33 Chun5-nih8 e5 lang5 pai3 I kong2, Li2 chin-chiaN3 si7 Siong7-te3 e5 KiaN2.
	34 I2-keng ke3-khi3, chiu7 kau3 Kek-ni5-sat-lek8 toe7.  35 Hit ui7 e5 lang5 bat I, chhe lang5 khi3 si3-hng, chhoa7 it-chhe3 u7 piN7 e5 lai5 chiu7-kun7 I;  36 kiu5 I na7 sai2 hou7 in bong I e5 saN-a2-ku e5 chhiu; kiN3-na7 bong e5 lang5 chiau5-chng5 ho2.

15	Hit si5 u7 Hoat-li7-sai3 lang5 kap keng-hak8-su7, tui3 Ia5-lou7-sat-leng2 lai5 chiu7-kun7 Ia5-sou, kong2,  2 Li2 e5 hak8-seng siaN2-su7 hoan7-tioh8 kou2-cha2 lang5 e5 liu5-thoan5? in-ui7 chiah8 e5 si5 in bo5 soe2 chhiu2.  3 I chiu7 in3 kong2, SiaN2-su7 lin2 iah8 tui3 lin2 e5 liu5-thoan5 lai5 hoan7-tioh8 Siong7-te3 e5 beng7-leng7 ah?  4 In-ui7 Siong7-te3 kong2, Tioh8 keng3 lin2 e5 pe7, lin2 e5 bu2; koh u7 kong2, Me7 pe7 a2-si7 me7 bu2 e5, tek-khak tioh8 hou7 i si2.  5 Na7-si7 lin2 chiu7 kong2, KiN3-na7 lang5 tui3 pe7 a2-si7 bu2 kong2,  6 Li2 pun2 sou2 oe7 thang tui3 goa2 tit-tioh8 e5 li7-ek, i2-keng hian3-khi3; hit lang5 chiu7 koat-toan3 bo5 keng3 i e5 pe7.  Lin2 chiu7 tui3 lin2 e5 liu5-thoan5 i2-keng hoe3 Siong7-te3 e5 to7-li2.  7 Ke2-ho2 e5 lang5 ah, I2-sai3-a chi2 lin2 lai5 chham3-gu2 e5 chin-chiaN3 tioh8; i kong2,
	8 Chit e5 peh-siN3 eng7 chhui3-tun5 chun-keng3 goa2;
	Na7-si7 in e5 sim li7-khui goa2 hng7-hng7.
	9 In keng3-pai3 goa2 si7 khang-khang,
	In-ui7 in eng7 lang5 sou2 beng7-leng7 e5 choe3 ka3-si7 lai5 ka3-si7 lang5.
	10 Chiu7 kio3 cheng3 lang5 lai5, ka7 in kong2, Lin2 tioh8 thiaN lai5 hiau2-ngou7.  11 M7 si7 tui3 chhui3 jip8-e5 oe7 hou7 lang5 u3-oe3; chiu7-si7 tui3 chhui3 chhut-e5, chit-e5 oe7 hou7 lang5 u3-oe3.
	12 Hit si5 hak8-seng chiu7-kun7 lai5 ka7 I kong2, Hoat-li7-sai3 lang5 thiaN-kiN3 chit e5 oe7, chin m7 goan7, li2 chai mah?  13 I in3 kong2, KiN3-na7 chai-cheng3 e5 mih8 m7 si7 goa2 e5 ThiN Pe7 sou2 chai-cheng3 e5, beh puih8 i e5 kun.  14 Chhut-chai7 in; in si7 chhiN-mi5 teh chhoa7 lou7 e5.  Na7-si7 chhiN-mi5 ka7 chhiN-mi5 e5 chhoa7 lou7, nng7 e5 teh-beh poah8-loh8 ham7-khiN.  15 Pi2-tek in3 I kong2, Chit e5 phi3-ju7, chhiaN2 ka7 goan2 koe2-beng5.  16 I chiu7 kong2, Lin2 iah8 iau2-ku2 be7 hiau2-ngou7 mah?  17 Kiam2 boe7 hiau2-tit, kiN3-na7 tui3 chhui3 jip8 e5, loh8 ti7 pak-tou2, lai5 pang3 ti7 chhe3-ti5 ah?  18 Na7-si7 tui3 chhui3 chhut e5; si7 tui3 sim-lai7 hoat-chhut; chiah-e5 hou7 lang5 u3-oe3.  19 In-ui7 tui3 sim hoat-chhut phaiN2 liam7-thau5, heng5-hiong, kan-im5, su-thong, thau-theh8, lam7-sam2 kan-cheng3, pong3-tok8;  20 chiah-e5 si7 hou7 lang5 u3-oe3; na7-si7 bo5 soe2 chhiu2 lai5 chiah8, boe7 hou7 lang5 u3-oe3.
	21 Ia5-sou tui3 hia chhut-khi3 the3-khi3 kau3 Chhui-lo5 Se-tun3 e5 keng2-kai3.  22 Tu2-tng7 u7 Ka-lam5 e5 hu7-jin5-lang5 chhut in e5 kau-kai3, au5-kio3 kong2, Chu2 ah, Tai7-pit8 e5 hou7-e3, lin5-bin2 goa2; goa2 e5 cha-bou2-kiaN2 hoan7-tioh8 kui2, chin kan-khou2.  23 Ia5-sou bo5 in3 i chit8 ku3.  I e5 hak8-seng lai5, kiu5 I kong2, Tioh8 kah i khi3, in-ui7 i ti7 lan2 e5 au7-bin7 teh au5-kio3.  24 I chiu7 in3 kong2, Goa2 hong7 chhe, bo5 m7 si7 chiu7-kun7 I2-sek-liat8 ke sit-loh8 e5 iuN5 na7-tiaN7.  25 Hu7-jin5-lang5 lai5 pai3 I kong2, Chu2 ah, pang-chan7 goa2.  26 Na7-si7 I kong2, Theh8 kiaN2-ji5 e5 piaN2, hiat hou7 kau2-a2, si7 m7 hap8.  27 Hu7-jin5-lang5 kong2, Chu2 ah, tioh8; in-ui7 lian5 kau2-a2 iah8 oe7 tit chiah8 in e5 chu2-lang5 toh-kha ka-lauh8 e5 piaN2-iu3.  28 Tui3 an2-ni Ia5-sou in3 kong2, Hu7-jin5-lang5 ah, li2 e5 sin3 toa7 lah; chiau3 li2 sou2 ai3 e5, ka7 li2 choe3 chiaN5. Tui3 hit si5, i e5 cha-bou2-kiaN2 i2-keng ho2.
	29 Ia5-sou li7-khui hia, kau3 Ka-li7-li7 hai2-piN; chiuN7 soaN teh che7.  30 U7 choe7-choe7 tin7 e5 lang5 chiu7-kun7 I, soa3 toa3 pai2-kha e5, chhiN-mi5 e5, e2-kau2 e5, phoa3-siuN3 e5, kap choe7-choe7 pat8 khoan2 e5 lai5, he7 ti7 I e5 kha-cheng5; chiu7 i-ho2 in.  31 Ti3-kau3 cheng3 lang5 gong5-ngiah8; in-ui7 khoaN3-kiN3 e2-kau2 e5 kong2 oe7, phoa3-siuN3 e5 long2 ho2, pai2-kha e5 kiaN5, chhiN-mi5 e5 khoaN3-kiN3; chiu7 kui eng5-kng I2-sek-liat8 e5 Siong7-te3.
	32 Ia5-sou kio3 I e5 hak8-seng lai5, kong2, Goa2 lin5-bin2 chiah e5 lang5, in-ui7 in i2-keng kap goa2 toa3 saN jit8; iah8 bo5 mih8 thang chiah8; goa2 m7 kam hou7 in iau-iau khi3, kiaN-liau2 in lou7-nih8 ia3-sian7.  33 Hak8-seng ka7 I kong2, Goan2 ti7 khong3-ia2, tui3 ta2-loh8 u7 hiah choe7 piaN2 thang hou7 chiah choe7 lang5 chiah8 pa2?  34 Ia5-sou ka7 in kong2, Lin2 u7 joa7 choe7 piaN2? in3 kong2, Chhit e5, kap tam7-poh8 soe3 be2 hi5.  35 Chiu7 hoan-hu3 cheng3 lang5 che7 ti7 toe7-nih8;  36 theh8 hi2 chhit e5 piaN2 kap hi5, chiok-sia7 peh, kau hou7 hak8-seng, hak8-seng chiu7 hou7 cheng3 lang5.  37 Long2 chiah8 kau3 pa2; khioh sou2 chhun e5 sut-a2, toe2-moa2 chhit na5.  38 Chiah8 e5, hu7-jin5-lang5 gin2-na2 i2-goa7, kiong7 si3-chheng lang5.  39 Ki3-jian5 hou7 cheng3 lang5 si3-soaN3, chiu7 chiuN7 chun5, kau3 Ma2-ka-tan3 e5 kau-kai3.

16	 Hoat-li7-sai3 kap Sat-thou2-kai lang5 lai5 chhi3 Ia5-sou, ChhiaN2 I eng7 tui3 thiN e5 sin5-jiah hou7 in khoaN3.  2 Na7-si7 I in3 kong2, E5-hng si5 lin2 kong2, Oe7 ho2 thiN lah, in-ui7 thiN-sek ang5.  3 Iah8 cha2-khi2 si5 lin2 kong2, Kin-a2-jit8 u7 hong-hou7, in-ui7 thiN-sek ou-au2.  Lin2 oe7 hiau2 hun-piat thiN-sek, tok8-tok8 boe7 hun-piat chiah e5 si5 e5 sin5-jiah.  4 Ok-tok8 kan-im5 e5 se3-tai7 kiu5 sin5-jiah; tok8-tok8 Iok-na2 e5 sin5-jiah i2-goa7, bo5 beh sin5-jiah hou7 i.  Chiu7 li7-piat8 in khi3.
	5 Hak8-seng ke3-khi3 hit peng5, boe7 ki3-tit toa3 piaN2.  6 Ia5-sou ka7 in kong2, Tioh8 kin2-sin7 ti5-hong5 Hoat-li7-sai3 kap Sat-thou2-kai lang5 e5 kaN3.  7 Hak8-seng saN-kap gi7-lun7 kong2, Si7 lan2 bo5 toa3 piaN2 ouh.  8 Ia5-sou chai, chiu7 kong2, Sio2-sin3 e5 lang5 ah, siaN2-su7 in-ui7 bo5 piaN2 saN-kap gi7-lun7 ah?  9 Lin2 iau2-ku2 boe7 hiau2-tit, iah8 boe7 ki3-tit gou7-chheng lang5 chiah8 gou7 e5 piaN2, lin2 khioh kui2 kheng ah?  10 Iah8 si3-chheng lang5 chiah8 chhit e5 piaN2, lin2 khioh kui2 na5 ah?  11 Lin2 chaiN2-iuN7 boe7 hiau2-tit goa2 sou2 ka7 lin2 kong2 e5, m7 si7 chi2 piaN2, tok8-tok8 tioh8 ti5-hong5 Hoat-li7-sai3 kap Sat-thou2-kai lang5 e5 kaN3.  12 In chiah oe7 hiau2-tit I sou2 kong2 e5 m7 si7 ti5-hong5 piaN2 e5 kaN3, chiu7-si7 Hoat-li7-sai3 kap Sat-thou2-kai lang5 e5 kau3.
	13 Ia5-sou i2-keng kau3 Kai-sat-li7-a Hui-lip8-pi2 e5 keng2-kai3, mng7 I e5 hak8-seng kong2, Lang5 teh kong2 Jin5-chu2 si7 chi7-chui7?  14 In kong2, U7-e5 kong2 si7 kiaN5 soe2-le2 e5 Iok-han7; u7-e5 kong2 si7 I2-li7-a; koh u7-e5 kong2 si7 Ia5-li7-bi2, a2-si7 sian-ti lang5 e5 chit8-e5.  15 I chiu7 ka7 in kong2, Na7-si7 lin2 kong2 goa2 si7 chi7-chui7?  16 Se-bun5 Pi2-tek in3 kong2, Li2 si7 Ki-tok, chin-oah8 Siong7-te3 e5 KiaN2.  17 Ia5-sou in3 i kong2, Se-bun5, Pa-Iok-na2, li2 u7 hok-khi3 ah; in-ui7 hiat-khi3 jiok8-the2 e5 bo5 chi2-si7 li2, chiu7-si7 goa2 ti7 thiN-nih8 e5 Pe7 chi2-si7 li2.  18 Goa2 koh ka7 li2 kong2, Li2 chiu7-si7 Pi2-tek, ti7 chit e5 chioh8-poaN5 teng2 goa2 beh khi2-cho7 goa2 e5 kau3-hoe7, im-hu2 e5 koan-ai3 ia7 boe7 iaN5 i.  19 Goa2 beh eng7 thian-kok e5 so2-si5 hou7 li2; kiN3-na7 li2 ti7 toe7-nih8 pak8 e5, ti7 thiN-nih8 iah8 beh pak8 i; kiN3-na7 li2 ti7 toe7-nih8 pang3 e5, ti7 thiN-nih8 iah8 beh pang3 i.  20 Hit si5 chiu7 kim3-kai3 hak8-seng, boh8-tit ka7 lang5 kong2 I si7 Ki-tok.
	21 Tui3 hit tiap8 khi2, Ia5-sou chiah chi2-si7 I e5 hak8-seng chai I tioh8 khi3 Ia5-lou7-sat-leng2, tui3 chiah e5 tiuN2-lo2, che3-si-thau5, keng-hak8-su7 siu7-tioh8 choe7-choe7 khou2-chhou2; koh siu7 hai7-si2, te7 saN jit8 koh-oah8.  22 Pi2-tek khan I, chek-pi7 I kong2, Chu2 ah, chhian-ban7 m7 thang, chit e5 koat-toan3 bo5 beh kau3 ti7 li2.  23 Ia5-sou oat8-tng2-sin, ka7 Pi2-tek kong2, Sat-tan3, the3-khi3 goa2 e5 au7-bin7; li2 si7 goa2 e5 that-gai7; in-ui7 li2 sou2 siuN7 m7 si7 Siong7-te3 e5 su7, si7 lang5 e5 su7.  24 Hit si5 Ia5-sou ka7 I e5 hak8-seng kong2, Lang5 na7 ai3 te3 goa2 tioh8 khoaN3-bo5 ka-ki7, gia5 i e5 sip8-ji7-ke3, lai5 te3 goa2.  25 In-ui7 kiN3-na7 ai3 kiu3 i e5 siN3-mia7 e5, beh sit-loh8 i; kiN3-na7 ui7-tioh8 goa2 lai5 sit-loh8 i e5 siN3-mia7 e5, beh tit-tioh8 i.  26 Lang5 na7 tit-tioh8 choan5 se3-kai3, lai5 song3-sit i e5 siN3-mia7, u7 sim2-mih8 li7-ek?  a2-si7 lang5 beh chhut sim2-mih8 lai5 tui3-oaN7 i e5 siN3-mia7.  27 In-ui7 Jin5-chu2 eng7 I e5 Pe7 e5 eng5-kng, kap I e5 thiN-sai3 beh lai5, hit si5 beh chiau3 tak8 lang5 e5 sou2 kiaN5 lai5 po3-eng3.  28 Goa2 sit8-chai7 ka7 lin2 kong2, Khia7 ti7 chia e5, u7 lang5 iau2-be7 si2, oe7 khoaN3-kiN3 Jin5-chu2 ti7 I e5 kok lai5.

17	Ke3 lak8 jit8, Ia5-sou leng7-goa7 toa3 Pi2-tek, Nga2-kok, kap Nga2-kok e5 hiaN-ti7 Iok-han7, chhoa7 in peh-chiuN7 koaiN5 soaN;  2 tng in e5 bin7-cheng5 heng5-chong7 pian3-oaN7, I e5 bin7 kng iaN3-iaN3, chhin-chhiuN7 jit8, I e5 saN peh8, chhin-chhiuN7 kng.  3 Hut-jian5 u7 Mou5-se I2-li7-a tui3 in hian2-hian7, kap I kong2 oe7.  4 Pi2-tek in3 Ia5-sou kong2, Chu2 ah, lan2 ti7 chia chin ho2; li2 na7 ai3, goa2 beh ti7 chia tah saN keng liau5-a2; chit8 keng hou7 li2, chit8 keng hou7 Mou5-se, chit8 keng hou7 I2-li7-a.  5 I iau2 teh kong2 oe7 e5 si5, hut-jian5 u7 kng-kng e5 hun5 ta3 in, koh u7 siaN tui3 hun5-nih8 chhut, kong2, Chit-e5 si7 goa2 thiaN3 e5 KiaN2, goa2 sou2 hoaN-hi2 e5; lin2 tioh8 thiaN I.  6 Hak8-seng thiaN-kiN3, chiu7 phak-loh8-khi3, chin7-chai7 kiaN.  7 Ia5-sou chin3-cheng5 bong in, kong2, Khi2-lai5, boh8-tit kiaN.  8 In kiah8 bak8, bo5 khoaN3-kiN3 chit8 lang5, chi2-u7 Ia5-sou na7-tiaN7.
	9 Loh8 soaN e5 si5, Ia5-sou beng7-leng7 in, kong2, Jin5-chu2 iau2-be7 tui3 si2-lang5 tiong koh-oah8, boh8-tit eng7 sou2 khoaN3-kiN3 e5 ka7 lang5 kong2.  10 I e5 hak8-seng mng7 I kong2, An2-ni chiu7 keng-hak8-su7 kong2 I2-li7-a tioh8 seng lai5, si7 chaiN2-iuN7?  11 I in3 kong2, I2-li7-a ko2-jian5 lai5, beh heng-khi2 ban7-hang7 su7;  12 na7-si7 goa2 ka7 lin2 kong2, I2-li7-a i2-keng lai5, ia7 in m7 bat i; chiau3 in sou2 ai3 lai5 khoan2-thai7 i;  chhin-chhiuN7 an2-ni Jin5-chu2 iah8 beh siu7 in e5 ham7-hai7.  13 Hak8-seng chiah oe7 hiau2-tit I sou2 ka7 in kong2 e5, si7 chi2 kiaN5 soe2-le2 Iok-han7.
	14 I2-keng kau3 cheng3 lang5 hia, u7 chit8 lang5 chiu7-kun7 I, kui7 I kong2,  15 Chu2 ah, lin5-bin2 goa2 e5 kiaN2, in-ui7 i iuN5-hin5 chin kan-khou2; tauh8-tauh8 poah8-loh8 he2, tauh8-tauh8 poah8-loh8 chui2.  16 Goa2 chhoa7 i chiu7-kun7 li2 e5 hak8-seng, in boe7-oe7 i-ho2 i.  17 Ia5-sou in3 kong2, HaiN3 ah! m7 sin3 koh poe7-gek8 e5 se3-tai7 ah, goa2 beh kap lin2 toa3 joa7 ku2? goa2 beh thun-lun2 lin2 joa7 ku2? toa3 i lai5 chia chiu7-kun7 goa2.  18 Ia5-sou chek-pi7 kui2; kui2 chiu7 tui3 i chhut; tui3 hit chit8 si5 gin2-na2 chiu7 ho2.  19 Hit si5 hak8-seng am3-chiN7 chiu7-kun7 Ia5-sou kong2, Goan2 chaiN2-iuN7 boe7 koaN2 i?  20 I ka7 in kong2, Si7 ui7-tioh8 lin2 e5 sio2 sin3; goa2 sit8-chai7 ka7 lin2 kong2, Lin2 na7 u7 sin3 chhin-chhiuN7 chit8 liap8 koa3-chhai3 chi2, lin2 chiu7 beh ka7 chit e5 soaN kong2, Tui3 chia soa2 khi3 hia, iah8 beh soa2 khi3; koh lin2 teh-beh bo5 chit8 hang7 boe7.
	22 In iau2 toa3 Ka-li7-li7 e5 si5, Ia5-sou ka7 hak8-seng kong2,  Jin5-chu2 beh siu7 sang3-kau ti7 lang5 e5 chhiu2.  23 In beh thai5 I, te7 saN jit8 koh-oah8.  Hak8-seng chin iu-bun7.
	24 In kau3 Ka-pek-long5, u7 siu teng-se3 e5 chiu7-kun7 Pi2-tek, kong2, Lin2 sian-siN kiam2 bo5 lap8 teng-se3 mah? i kong2, U7.  25 I2-keng jip8 chhu3, Ia5-sou tai7-seng ka7 i kong2, Se-bun5 ah, li2 phah-sng3 chaiN2-iuN7?  Se3-chiuN7 chiah e5 ong5, tui3 chi7-chui7 siu hiong3 kap thiu teng-se3? si7 tui3 ka-ki7 e5 kiaN2-ji5, a2-si7 tui3 goa7-bin7 lang5 ah?  26 I chit8-e7 kong2, Tui3 goa7-bin7 lang5.  Ia5-sou chiu7 ka7 i kong2, Na7-si7 an2-ni, chiu7 kiaN2-ji5 thang m7 bian2.  27 Chong2-si7 bian2-ti3 that-gai7 in, li2 khi3 hai2-nih8 pang3 tio3, liah8 tai7-seng chiuN7-tio3 e5 hi5, khui i e5 chhui3, beh tit-tioh8 gun5 chit8 e5; theh8-lai5, ui7-tioh8 goa2 kap li2 lap8 hou7 in.

